Thu Jun  8 20:53:24 2017 Train the 3D-ConvNet on UT-Interaction dataset set1 from scratch! 
-------------------------------------------------------------------------
---------------------------- RUN 0 ------------------------------
-------------------------------------------------------------------------
****************************************
current sequence is 1
****************************************
seq: 1, epoch: 0, step: 0, training: 0.25, loss_tr: 1.79129, loss_t: 1.78948, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 10, training: 0.0625, loss_tr: 1.85461, loss_t: 1.78849, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 20, training: 0.5, loss_tr: 1.75571, loss_t: 1.7808, testing: 0.333333, t2y: 0.5
seq: 1, epoch: 0, step: 30, training: 0.25, loss_tr: 1.74679, loss_t: 1.79074, testing: 0.166667, t2y: 0.333333
seq: 1, epoch: 0, step: 40, training: 0.3125, loss_tr: 1.76857, loss_t: 1.71365, testing: 0.5, t2y: 0.5
seq: 1, epoch: 0, step: 50, training: 0.375, loss_tr: 1.57316, loss_t: 1.55196, testing: 0.5, t2y: 0.666667
seq: 1, epoch: 0, step: 60, training: 0.4375, loss_tr: 1.44218, loss_t: 1.25955, testing: 0.5, t2y: 0.833333
seq: 1, epoch: 0, step: 70, training: 0.25, loss_tr: 1.52128, loss_t: 1.46109, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 1, step: 80, training: 0.8125, loss_tr: 0.713191, loss_t: 1.42194, testing: 0.333333, t2y: 0.666667
seq: 1, epoch: 1, step: 90, training: 0.625, loss_tr: 0.950826, loss_t: 1.03269, testing: 0.666667, t2y: 1
seq: 1, epoch: 1, step: 100, training: 0.625, loss_tr: 0.893976, loss_t: 0.887543, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 1, step: 110, training: 0.6875, loss_tr: 0.856219, loss_t: 0.920731, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 1, step: 120, training: 0.6875, loss_tr: 0.69669, loss_t: 1.14753, testing: 0.5, t2y: 0.5
seq: 1, epoch: 1, step: 130, training: 0.75, loss_tr: 1.17455, loss_t: 0.906849, testing: 0.833333, t2y: 0.833333
seq: 1, epoch: 1, step: 140, training: 0.8125, loss_tr: 0.337463, loss_t: 0.982351, testing: 0.5, t2y: 0.833333
seq: 1, epoch: 1, step: 150, training: 0.75, loss_tr: 0.720525, loss_t: 0.811364, testing: 0.666667, t2y: 0.833333
seq: 1, epoch: 2, step: 160, training: 0.8125, loss_tr: 0.443467, loss_t: 0.678698, testing: 0.833333, t2y: 1
seq: 1, epoch: 2, step: 170, training: 1, loss_tr: 0.556436, loss_t: 0.333854, testing: 1, t2y: 1
seq: 1, epoch: 2, step: 180, training: 0.8125, loss_tr: 0.390964, loss_t: 0.657933, testing: 0.833333, t2y: 0.833333
seq: 1, epoch: 2, step: 190, training: 0.9375, loss_tr: 0.137204, loss_t: 0.924162, testing: 0.833333, t2y: 1
seq: 1, epoch: 2, step: 200, training: 0.875, loss_tr: 0.337592, loss_t: 0.0280036, testing: 1, t2y: 1
seq: 1, epoch: 2, step: 210, training: 1, loss_tr: 0.0434658, loss_t: 0.462845, testing: 0.833333, t2y: 1
seq: 1, epoch: 2, step: 220, training: 1, loss_tr: 0.288299, loss_t: 0.269571, testing: 0.833333, t2y: 1
seq: 1, epoch: 2, step: 230, training: 0.875, loss_tr: 0.14029, loss_t: 0.488365, testing: 0.833333, t2y: 1
seq: 1, epoch: 3, step: 240, training: 1, loss_tr: 0.158871, loss_t: 0.892864, testing: 0.666667, t2y: 1
seq: 1, epoch: 3, step: 250, training: 0.9375, loss_tr: 0.0957287, loss_t: 0.0806478, testing: 1, t2y: 1
seq: 1, epoch: 3, step: 260, training: 1, loss_tr: 0.0568589, loss_t: 1.81519, testing: 0.666667, t2y: 1
seq: 1, epoch: 3, step: 270, training: 0.9375, loss_tr: 0.273147, loss_t: 1.41861, testing: 0.666667, t2y: 1
seq: 1, epoch: 3, step: 280, training: 0.9375, loss_tr: 0.177302, loss_t: 1.87411, testing: 0.666667, t2y: 1
seq: 1, epoch: 3, step: 290, training: 0.9375, loss_tr: 0.103203, loss_t: 0.504314, testing: 0.833333, t2y: 1
seq: 1, epoch: 3, step: 300, training: 1, loss_tr: 0.127214, loss_t: 0.910435, testing: 0.833333, t2y: 1
seq: 1, epoch: 3, step: 310, training: 1, loss_tr: 0.0361269, loss_t: 0.606342, testing: 0.833333, t2y: 1
seq: 1, epoch: 4, step: 320, training: 1, loss_tr: 0.0374512, loss_t: 0.103898, testing: 1, t2y: 1
seq: 1, epoch: 4, step: 330, training: 1, loss_tr: 0.00753227, loss_t: 0.00083104, testing: 1, t2y: 1
seq: 1, epoch: 4, step: 340, training: 1, loss_tr: 0.205077, loss_t: 0.00634893, testing: 1, t2y: 1
 
****************************************
current sequence is 2
****************************************
seq: 2, epoch: 0, step: 0, training: 0.4375, loss_tr: 1.74362, loss_t: 1.7967, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 10, training: 0.1875, loss_tr: 1.77302, loss_t: 1.79219, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 20, training: 0.1875, loss_tr: 1.90529, loss_t: 1.80246, testing: 0.333333, t2y: 0.5
seq: 2, epoch: 0, step: 30, training: 0.1875, loss_tr: 1.75836, loss_t: 1.77171, testing: 0.166667, t2y: 0.5
seq: 2, epoch: 0, step: 40, training: 0.125, loss_tr: 1.8425, loss_t: 1.73732, testing: 0.166667, t2y: 0.333333
seq: 2, epoch: 0, step: 50, training: 0.1875, loss_tr: 1.72306, loss_t: 1.67347, testing: 0.166667, t2y: 0.666667
seq: 2, epoch: 0, step: 60, training: 0.3125, loss_tr: 1.48326, loss_t: 1.39139, testing: 0.333333, t2y: 0.666667
seq: 2, epoch: 0, step: 70, training: 0.3125, loss_tr: 1.4282, loss_t: 1.50854, testing: 0.5, t2y: 0.5
seq: 2, epoch: 1, step: 80, training: 0.375, loss_tr: 1.12913, loss_t: 1.45043, testing: 0.333333, t2y: 0.5
seq: 2, epoch: 1, step: 90, training: 0.5625, loss_tr: 1.18578, loss_t: 1.58543, testing: 0.333333, t2y: 0.5
seq: 2, epoch: 1, step: 100, training: 0.8125, loss_tr: 0.714763, loss_t: 1.55923, testing: 0.5, t2y: 0.833333
seq: 2, epoch: 1, step: 110, training: 0.5625, loss_tr: 0.883971, loss_t: 1.22088, testing: 0.333333, t2y: 0.666667
seq: 2, epoch: 1, step: 120, training: 0.6875, loss_tr: 0.746692, loss_t: 0.804915, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 1, step: 130, training: 0.875, loss_tr: 0.306706, loss_t: 1.03097, testing: 0.5, t2y: 0.833333
seq: 2, epoch: 1, step: 140, training: 0.875, loss_tr: 0.551895, loss_t: 1.8648, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 1, step: 150, training: 0.625, loss_tr: 0.80227, loss_t: 1.14756, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 2, step: 160, training: 0.9375, loss_tr: 0.49897, loss_t: 0.923173, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 2, step: 170, training: 0.8125, loss_tr: 0.610446, loss_t: 2.10382, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 2, step: 180, training: 1, loss_tr: 0.183124, loss_t: 0.935473, testing: 0.833333, t2y: 0.833333
seq: 2, epoch: 2, step: 190, training: 0.875, loss_tr: 0.201079, loss_t: 1.61153, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 2, step: 200, training: 1, loss_tr: 0.128844, loss_t: 0.629608, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 2, step: 210, training: 0.8125, loss_tr: 0.550668, loss_t: 1.55212, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 2, step: 220, training: 0.9375, loss_tr: 0.227744, loss_t: 1.22984, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 2, step: 230, training: 1, loss_tr: 0.0466531, loss_t: 1.73464, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 3, step: 240, training: 1, loss_tr: 0.138407, loss_t: 0.97032, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 3, step: 250, training: 0.9375, loss_tr: 0.0659834, loss_t: 3.30335, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 3, step: 260, training: 1, loss_tr: 0.123753, loss_t: 1.69834, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 3, step: 270, training: 0.9375, loss_tr: 0.298959, loss_t: 2.39403, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 3, step: 280, training: 0.875, loss_tr: 0.526421, loss_t: 0.965656, testing: 0.666667, t2y: 1
seq: 2, epoch: 3, step: 290, training: 1, loss_tr: 0.150548, loss_t: 1.33408, testing: 0.833333, t2y: 0.833333
seq: 2, epoch: 3, step: 300, training: 0.8125, loss_tr: 0.713473, loss_t: 1.29007, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 3, step: 310, training: 1, loss_tr: 0.123843, loss_t: 1.29324, testing: 0.833333, t2y: 0.833333
seq: 2, epoch: 4, step: 320, training: 0.875, loss_tr: 0.284206, loss_t: 3.69051, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 4, step: 330, training: 0.875, loss_tr: 0.573017, loss_t: 4.37798, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 4, step: 340, training: 0.9375, loss_tr: 0.118469, loss_t: 1.89085, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 4, step: 350, training: 0.9375, loss_tr: 0.0690996, loss_t: 2.16572, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 4, step: 360, training: 0.9375, loss_tr: 0.119401, loss_t: 1.9695, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 4, step: 370, training: 0.9375, loss_tr: 0.549777, loss_t: 1.11186, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 4, step: 380, training: 1, loss_tr: 0.105537, loss_t: 1.60822, testing: 0.5, t2y: 1
seq: 2, epoch: 4, step: 390, training: 0.875, loss_tr: 0.186716, loss_t: 1.72197, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 5, step: 400, training: 0.9375, loss_tr: 0.174035, loss_t: 1.66031, testing: 0.833333, t2y: 0.833333
seq: 2, epoch: 5, step: 410, training: 1, loss_tr: 0.0519277, loss_t: 1.60507, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 5, step: 420, training: 1, loss_tr: 0.0591733, loss_t: 2.96573, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 5, step: 430, training: 0.9375, loss_tr: 0.230228, loss_t: 3.57133, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 5, step: 440, training: 0.9375, loss_tr: 0.104086, loss_t: 3.96112, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 5, step: 450, training: 0.9375, loss_tr: 0.0401628, loss_t: 3.37462, testing: 0.5, t2y: 0.666667
seq: 2, epoch: 5, step: 460, training: 1, loss_tr: 0.0290344, loss_t: 2.27539, testing: 0.833333, t2y: 0.833333
seq: 2, epoch: 5, step: 470, training: 1, loss_tr: 0.00243065, loss_t: 0.6234, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 6, step: 480, training: 1, loss_tr: 0.0292868, loss_t: 3.28037, testing: 0.833333, t2y: 0.833333
seq: 2, epoch: 6, step: 490, training: 1, loss_tr: 0.0934009, loss_t: 3.84089, testing: 0.666667, t2y: 0.833333
seq: 2, epoch: 6, step: 500, training: 1, loss_tr: 0.019448, loss_t: 2.91138, testing: 0.666667, t2y: 0.666667
seq: 2, epoch: 6, step: 510, training: 1, loss_tr: 5.81864e-06, loss_t: 2.6306, testing: 0.666667, t2y: 0.833333
 
****************************************
current sequence is 3
****************************************
seq: 3, epoch: 0, step: 0, training: 0.3125, loss_tr: 1.76617, loss_t: 1.79131, testing: 0.166667, t2y: 0.333333
seq: 3, epoch: 0, step: 10, training: 0.25, loss_tr: 1.76404, loss_t: 1.79377, testing: 0.166667, t2y: 0.333333
seq: 3, epoch: 0, step: 20, training: 0.25, loss_tr: 1.74505, loss_t: 1.81395, testing: 0.166667, t2y: 0.5
seq: 3, epoch: 0, step: 30, training: 0.1875, loss_tr: 1.77452, loss_t: 1.77596, testing: 0.166667, t2y: 0.333333
seq: 3, epoch: 0, step: 40, training: 0.1875, loss_tr: 1.74729, loss_t: 1.75771, testing: 0.166667, t2y: 0.333333
seq: 3, epoch: 0, step: 50, training: 0.3125, loss_tr: 1.63316, loss_t: 1.64044, testing: 0.333333, t2y: 0.5
seq: 3, epoch: 0, step: 60, training: 0.375, loss_tr: 1.47052, loss_t: 1.44936, testing: 0.5, t2y: 0.666667
seq: 3, epoch: 0, step: 70, training: 0.4375, loss_tr: 1.56306, loss_t: 1.45244, testing: 0.333333, t2y: 0.666667
seq: 3, epoch: 1, step: 80, training: 0.8125, loss_tr: 0.829116, loss_t: 1.17359, testing: 0.5, t2y: 0.833333
